Date,Open,High,Low,Close,Volume,Adjusted
2018-01-02,42.5400009155273,43.0750007629395,42.314998626709,43.064998626709,102223600,40.5243530273438
2018-01-03,43.1324996948242,43.6375007629395,42.9900016784668,43.0574989318848,118071600,40.517276763916
2018-01-04,43.1349983215332,43.3675003051758,43.0200004577637,43.2574996948242,89738400,40.7054901123047
2018-01-05,43.3600006103516,43.8424987792969,43.2625007629395,43.75,94640000,41.1689338684082
2018-01-08,43.5875015258789,43.9025001525879,43.4824981689453,43.5875015258789,82271200,41.0160217285156
2018-01-09,43.6375007629395,43.7649993896484,43.3525009155273,43.5825004577637,86336000,41.0113105773926
2018-01-10,43.2900009155273,43.5750007629395,43.25,43.5724983215332,95839600,41.0019035339355
2018-01-11,43.6474990844727,43.872501373291,43.622501373291,43.8199996948242,74670800,41.2347984313965
2018-01-12,44.0449981689453,44.3400001525879,43.9124984741211,44.2724990844727,101672400,41.6606140136719
2018-01-16,44.4749984741211,44.8474998474121,44.0349998474121,44.0475006103516,118263600,41.4488945007324
2018-01-17,44.0374984741211,44.8125,43.7675018310547,44.7750015258789,137547200,42.1334648132324
2018-01-18,44.8424987792969,45.0250015258789,44.5625,44.814998626709,124773600,42.1710968017578
2018-01-19,44.6525001525879,44.8950004577637,44.3525009155273,44.6150016784668,129700400,41.9829063415527
2018-01-22,44.3250007629395,44.4449996948242,44.1500015258789,44.25,108434400,41.6394424438477
2018-01-23,44.3250007629395,44.8600006103516,44.2050018310547,44.2599983215332,130756400,41.6488456726074
2018-01-24,44.3125,44.3250007629395,43.2999992370605,43.5550003051758,204420400,40.9854431152344
2018-01-25,43.627498626709,43.7374992370605,42.6324996948242,42.7775001525879,166116000,40.2538070678711
2018-01-26,43,43,42.5149993896484,42.877498626709,156572000,40.347900390625
2018-01-29,42.5400009155273,42.5400009155273,41.7675018310547,41.9900016784668,202561600,39.5127639770508
2018-01-30,41.3824996948242,41.8424987792969,41.1749992370605,41.7425003051758,184192800,39.2798614501953
2018-01-31,41.7174987792969,42.1100006103516,41.625,41.8574981689453,129915600,39.3880729675293
2018-02-01,41.7924995422363,42.1549987792969,41.689998626709,41.9449996948242,188923200,39.4704132080078
2018-02-02,41.5,41.7000007629395,40.0250015258789,40.125,346375200,37.7577934265137
2018-02-05,39.7750015258789,40.9700012207031,39,39.122501373291,290954000,36.8144302368164
2018-02-06,38.7075004577637,40.9300003051758,38.5,40.7574996948242,272975200,38.3529815673828
2018-02-07,40.7724990844727,40.8499984741211,39.7675018310547,39.8849983215332,206434400,37.5319557189941
2018-02-08,40.0724983215332,40.25,38.7574996948242,38.7874984741211,217562000,36.4992065429688
2018-02-09,39.2675018310547,39.4724998474121,37.560001373291,39.1025009155273,282690400,36.9456405639648
2018-02-12,39.625,40.9724998474121,39.377498626709,40.6775016784668,243278000,38.4337692260742
2018-02-13,40.4874992370605,41.1875,40.4124984741211,41.0849990844727,130196800,38.8187942504883
2018-02-14,40.7599983215332,41.8849983215332,40.7200012207031,41.8424987792969,162579600,39.534496307373
2018-02-15,42.4474983215332,43.2724990844727,42.25,43.247501373291,204588800,40.8619995117188
2018-02-16,43.0900001525879,43.7050018310547,42.9425010681152,43.1074981689453,160704400,40.7297210693359
2018-02-20,43.0125007629395,43.564998626709,42.8549995422363,42.9625015258789,135722000,40.5927238464355
2018-02-21,43.2075004577637,43.5299987792969,42.752498626709,42.7675018310547,149886400,40.4084815979004
2018-02-22,42.9500007629395,43.4874992370605,42.9275016784668,43.125,123967600,40.746265411377
2018-02-23,43.4174995422363,43.9124984741211,43.3849983215332,43.875,135249600,41.4548835754395
2018-02-26,44.0875015258789,44.8474998474121,44.0525016784668,44.7425003051758,152648800,42.274543762207
2018-02-27,44.7750015258789,45.1199989318848,44.5400009155273,44.5974998474121,155712400,42.1375350952148
2018-02-28,44.814998626709,45.1549987792969,44.5125007629395,44.5299987792969,151128400,42.0737571716309
2018-03-01,44.6349983215332,44.9449996948242,43.1650009155273,43.75,195208000,41.3367767333984
2018-03-02,43.2000007629395,44.0750007629395,43.1124992370605,44.0525016784668,153816000,41.6226005554199
2018-03-05,43.8025016784668,44.435001373291,43.6300010681152,44.2050018310547,113605600,41.7666893005371
2018-03-06,44.4775009155273,44.5625,44.0325012207031,44.1674995422363,95154000,41.731258392334
2018-03-07,43.7350006103516,43.9625015258789,43.5675010681152,43.7574996948242,126814000,41.3438720703125
2018-03-08,43.8699989318848,44.2799987792969,43.7675018310547,44.2350006103516,95096400,41.7950286865234
2018-03-09,44.4900016784668,45,44.3474998474121,44.9949989318848,128740800,42.5131072998047
2018-03-12,45.0724983215332,45.5974998474121,45.0525016784668,45.4300003051758,128828400,42.9241180419922
2018-03-13,45.6474990844727,45.875,44.810001373291,44.9925003051758,126774000,42.5107460021973
2018-03-14,45.0800018310547,45.1300010681152,44.4524993896484,44.6100006103516,117473600,42.149356842041
2018-03-15,44.625,45.060001373291,44.5175018310547,44.6624984741211,90975200,42.1989440917969
2018-03-16,44.6624984741211,44.7799987792969,44.4049987792969,44.5050010681152,157618800,42.0501327514648
2018-03-19,44.3300018310547,44.3675003051758,43.4150009155273,43.8250007629395,133787200,41.4076385498047
2018-03-20,43.810001373291,44.2000007629395,43.7350006103516,43.810001373291,78597600,41.3934860229492
2018-03-21,43.7599983215332,43.7724990844727,42.814998626709,42.8175010681152,148219600,40.4557228088379
2018-03-22,42.5,43.1699981689453,42.1500015258789,42.2125015258789,165963200,39.8840827941895
2018-03-23,42.0974998474121,42.4799995422363,41.2350006103516,41.2350006103516,164115200,38.9604988098145
2018-03-26,42.0175018310547,43.2750015258789,41.6100006103516,43.1925010681152,150164800,40.8100433349609
2018-03-27,43.4199981689453,43.7874984741211,41.7299995422363,42.0849990844727,163690400,39.7636222839355
2018-03-28,41.8125,42.5050010681152,41.2975006103516,41.6199989318848,166674000,39.3242683410645
2018-03-29,41.9524993896484,42.9375,41.7249984741211,41.9449996948242,153594000,39.6313400268555
2018-04-02,41.6599998474121,42.2350006103516,41.1175003051758,41.6699981689453,150347200,39.3715209960938
2018-04-03,41.9099998474121,42.1875,41.2200012207031,42.0974998474121,121112000,39.7754325866699
2018-04-04,41.2200012207031,43.002498626709,41.1925010681152,42.9025001525879,138422000,40.5360412597656
2018-04-05,43.1450004577637,43.5574989318848,43.0200004577637,43.2000007629395,107732800,40.8171310424805
2018-04-06,42.7425003051758,43.1199989318848,42.0499992370605,42.0950012207031,140021200,39.773078918457
2018-04-09,42.4700012207031,43.2724990844727,42.4625015258789,42.5125007629395,116070800,40.1675491333008
2018-04-10,43.25,43.5,42.8824996948242,43.3125,113634400,40.9234237670898
2018-04-11,43.0574989318848,43.4799995422363,42.9249992370605,43.1100006103516,89726400,40.7320861816406
2018-04-12,43.3525009155273,43.75,43.2599983215332,43.5349998474121,91557200,41.1336441040039
2018-04-13,43.6949996948242,43.9599990844727,43.4625015258789,43.6824989318848,100497200,41.273006439209
2018-04-16,43.7574996948242,44.0475006103516,43.7075004577637,43.9550018310547,86313600,41.5304756164551
2018-04-17,44.122501373291,44.7350006103516,44.1025009155273,44.560001373291,106421600,42.102108001709
2018-04-18,44.4524993896484,44.7050018310547,44.2200012207031,44.4599990844727,83018000,42.0076103210449
2018-04-19,43.439998626709,43.8474998474121,43.1650009155273,43.2000007629395,139235200,40.8171310424805
2018-04-20,42.6500015258789,42.8050003051758,41.3574981689453,41.4300003051758,261964400,39.1447563171387
2018-04-23,41.7075004577637,41.7299995422363,41.0224990844727,41.310001373291,146062000,39.031379699707
2018-04-24,41.4174995422363,41.5825004577637,40.3050003051758,40.7350006103516,134768000,38.4880905151367
2018-04-25,40.6549987792969,41.3549995422363,40.6025009155273,40.9124984741211,113528400,38.6557998657227
2018-04-26,41.0299987792969,41.4324989318848,40.8424987792969,41.0550003051758,111852000,38.7904396057129
2018-04-27,41,41.0825004577637,40.1575012207031,40.5800018310547,142623200,38.3416442871094
2018-04-30,40.5325012207031,41.814998626709,40.4599990844727,41.314998626709,169709600,39.0360870361328
2018-05-01,41.6025009155273,42.2999992370605,41.3175010681152,42.2750015258789,214277600,39.9431457519531
2018-05-02,43.8074989318848,44.4375,43.4500007629395,44.1425018310547,266157600,41.7076377868652
2018-05-03,43.9700012207031,44.375,43.6100006103516,44.2224998474121,136272800,41.7832183837891
2018-05-04,44.5625,46.0625,44.5424995422363,45.9575004577637,224805200,43.4225196838379
2018-05-07,46.2949981689453,46.9174995422363,46.1875,46.2900009155273,169805600,43.7366752624512
2018-05-08,46.247501373291,46.5550003051758,45.9174995422363,46.5125007629395,113611200,43.9469108581543
2018-05-09,46.6375007629395,46.8499984741211,46.3050003051758,46.8400001525879,92844800,44.25634765625
2018-05-10,46.935001373291,47.5924987792969,46.9124984741211,47.5099983215332,111957200,44.8893814086914
2018-05-11,47.372501373291,47.5149993896484,46.8624992370605,47.1474990844727,104848800,44.7186584472656
2018-05-14,47.252498626709,47.3824996948242,46.9650001525879,47.0374984741211,83115200,44.6143226623535
